,Country Name,Country Code,variable,value
5003,Uruguay,URY,CO2 emissions from solid fuel consumption (kt),11.001
5004,Uzbekistan,UZB,CO2 emissions from solid fuel consumption (kt),6094.554
5005,Vanuatu,VUT,CO2 emissions from solid fuel consumption (kt),0.0
5006,"Venezuela, RB",VEN,CO2 emissions from solid fuel consumption (kt),469.376
5007,Vietnam,VNM,CO2 emissions from solid fuel consumption (kt),81187.38
5008,Virgin Islands (U.S.),VIR,CO2 emissions from solid fuel consumption (kt),
5009,West Bank and Gaza,PSE,CO2 emissions from solid fuel consumption (kt),0.0
5010,World,WLD,CO2 emissions from solid fuel consumption (kt),14437590.7982473
5011,"Yemen, Rep.",YEM,CO2 emissions from solid fuel consumption (kt),322.696
5012,Zambia,ZMB,CO2 emissions from solid fuel consumption (kt),854.411
5013,Zimbabwe,ZWE,CO2 emissions from solid fuel consumption (kt),7069.976
5014,Afghanistan,AFG,CO2 emissions from transport (% of total fuel combustion),
5015,Albania,ALB,CO2 emissions from transport (% of total fuel combustion),
5016,Algeria,DZA,CO2 emissions from transport (% of total fuel combustion),
5017,American Samoa,ASM,CO2 emissions from transport (% of total fuel combustion),
5018,Andorra,AND,CO2 emissions from transport (% of total fuel combustion),
5019,Angola,AGO,CO2 emissions from transport (% of total fuel combustion),
5020,Antigua and Barbuda,ATG,CO2 emissions from transport (% of total fuel combustion),
5021,Argentina,ARG,CO2 emissions from transport (% of total fuel combustion),
5022,Armenia,ARM,CO2 emissions from transport (% of total fuel combustion),
5023,Aruba,ABW,CO2 emissions from transport (% of total fuel combustion),
5024,Australia,AUS,CO2 emissions from transport (% of total fuel combustion),
5025,Austria,AUT,CO2 emissions from transport (% of total fuel combustion),
5026,Azerbaijan,AZE,CO2 emissions from transport (% of total fuel combustion),
5027,"Bahamas, The",BHS,CO2 emissions from transport (% of total fuel combustion),
5028,Bahrain,BHR,CO2 emissions from transport (% of total fuel combustion),
5029,Bangladesh,BGD,CO2 emissions from transport (% of total fuel combustion),
5030,Barbados,BRB,CO2 emissions from transport (% of total fuel combustion),
5031,Belarus,BLR,CO2 emissions from transport (% of total fuel combustion),
5032,Belgium,BEL,CO2 emissions from transport (% of total fuel combustion),
5033,Belize,BLZ,CO2 emissions from transport (% of total fuel combustion),
5034,Benin,BEN,CO2 emissions from transport (% of total fuel combustion),
5035,Bermuda,BMU,CO2 emissions from transport (% of total fuel combustion),
5036,Bhutan,BTN,CO2 emissions from transport (% of total fuel combustion),
5037,Bolivia,BOL,CO2 emissions from transport (% of total fuel combustion),
5038,Bosnia and Herzegovina,BIH,CO2 emissions from transport (% of total fuel combustion),
5039,Botswana,BWA,CO2 emissions from transport (% of total fuel combustion),
5040,Brazil,BRA,CO2 emissions from transport (% of total fuel combustion),
5041,British Virgin Islands,VGB,CO2 emissions from transport (% of total fuel combustion),
5042,Brunei Darussalam,BRN,CO2 emissions from transport (% of total fuel combustion),
5043,Bulgaria,BGR,CO2 emissions from transport (% of total fuel combustion),
5044,Burkina Faso,BFA,CO2 emissions from transport (% of total fuel combustion),
5045,Burundi,BDI,CO2 emissions from transport (% of total fuel combustion),
5046,Cabo Verde,CPV,CO2 emissions from transport (% of total fuel combustion),
5047,Cambodia,KHM,CO2 emissions from transport (% of total fuel combustion),
5048,Cameroon,CMR,CO2 emissions from transport (% of total fuel combustion),
5049,Canada,CAN,CO2 emissions from transport (% of total fuel combustion),
5050,Cayman Islands,CYM,CO2 emissions from transport (% of total fuel combustion),
5051,Central African Republic,CAF,CO2 emissions from transport (% of total fuel combustion),
5052,Chad,TCD,CO2 emissions from transport (% of total fuel combustion),
5053,Channel Islands,CHI,CO2 emissions from transport (% of total fuel combustion),
5054,Chile,CHL,CO2 emissions from transport (% of total fuel combustion),
5055,China,CHN,CO2 emissions from transport (% of total fuel combustion),
5056,Colombia,COL,CO2 emissions from transport (% of total fuel combustion),
5057,Comoros,COM,CO2 emissions from transport (% of total fuel combustion),
5058,"Congo, Dem. Rep.",COD,CO2 emissions from transport (% of total fuel combustion),
5059,"Congo, Rep.",COG,CO2 emissions from transport (% of total fuel combustion),
5060,Costa Rica,CRI,CO2 emissions from transport (% of total fuel combustion),
5061,Cote d'Ivoire,CIV,CO2 emissions from transport (% of total fuel combustion),
5062,Croatia,HRV,CO2 emissions from transport (% of total fuel combustion),
5063,Cuba,CUB,CO2 emissions from transport (% of total fuel combustion),
5064,Curacao,CUW,CO2 emissions from transport (% of total fuel combustion),
5065,Cyprus,CYP,CO2 emissions from transport (% of total fuel combustion),
5066,Czech Republic,CZE,CO2 emissions from transport (% of total fuel combustion),
5067,Denmark,DNK,CO2 emissions from transport (% of total fuel combustion),
5068,Djibouti,DJI,CO2 emissions from transport (% of total fuel combustion),
5069,Dominica,DMA,CO2 emissions from transport (% of total fuel combustion),
5070,Dominican Republic,DOM,CO2 emissions from transport (% of total fuel combustion),
5071,Ecuador,ECU,CO2 emissions from transport (% of total fuel combustion),
5072,"Egypt, Arab Rep.",EGY,CO2 emissions from transport (% of total fuel combustion),
5073,El Salvador,SLV,CO2 emissions from transport (% of total fuel combustion),
5074,Equatorial Guinea,GNQ,CO2 emissions from transport (% of total fuel combustion),
5075,Eritrea,ERI,CO2 emissions from transport (% of total fuel combustion),
5076,Estonia,EST,CO2 emissions from transport (% of total fuel combustion),
5077,Eswatini,SWZ,CO2 emissions from transport (% of total fuel combustion),
5078,Ethiopia,ETH,CO2 emissions from transport (% of total fuel combustion),
5079,Faroe Islands,FRO,CO2 emissions from transport (% of total fuel combustion),
5080,Fiji,FJI,CO2 emissions from transport (% of total fuel combustion),
5081,Finland,FIN,CO2 emissions from transport (% of total fuel combustion),
5082,France,FRA,CO2 emissions from transport (% of total fuel combustion),
5083,French Polynesia,PYF,CO2 emissions from transport (% of total fuel combustion),
5084,Gabon,GAB,CO2 emissions from transport (% of total fuel combustion),
5085,"Gambia, The",GMB,CO2 emissions from transport (% of total fuel combustion),
5086,Georgia,GEO,CO2 emissions from transport (% of total fuel combustion),
5087,Germany,DEU,CO2 emissions from transport (% of total fuel combustion),
5088,Ghana,GHA,CO2 emissions from transport (% of total fuel combustion),
5089,Gibraltar,GIB,CO2 emissions from transport (% of total fuel combustion),
5090,Greece,GRC,CO2 emissions from transport (% of total fuel combustion),
5091,Greenland,GRL,CO2 emissions from transport (% of total fuel combustion),
5092,Grenada,GRD,CO2 emissions from transport (% of total fuel combustion),
5093,Guam,GUM,CO2 emissions from transport (% of total fuel combustion),
5094,Guatemala,GTM,CO2 emissions from transport (% of total fuel combustion),
5095,Guinea,GIN,CO2 emissions from transport (% of total fuel combustion),
5096,Guinea-Bissau,GNB,CO2 emissions from transport (% of total fuel combustion),
5097,Guyana,GUY,CO2 emissions from transport (% of total fuel combustion),
5098,Haiti,HTI,CO2 emissions from transport (% of total fuel combustion),
5099,Honduras,HND,CO2 emissions from transport (% of total fuel combustion),
5100,"Hong Kong SAR, China",HKG,CO2 emissions from transport (% of total fuel combustion),
5101,Hungary,HUN,CO2 emissions from transport (% of total fuel combustion),
5102,Iceland,ISL,CO2 emissions from transport (% of total fuel combustion),
5103,India,IND,CO2 emissions from transport (% of total fuel combustion),
5104,Indonesia,IDN,CO2 emissions from transport (% of total fuel combustion),
5105,"Iran, Islamic Rep.",IRN,CO2 emissions from transport (% of total fuel combustion),
5106,Iraq,IRQ,CO2 emissions from transport (% of total fuel combustion),
5107,Ireland,IRL,CO2 emissions from transport (% of total fuel combustion),
5108,Isle of Man,IMN,CO2 emissions from transport (% of total fuel combustion),
5109,Israel,ISR,CO2 emissions from transport (% of total fuel combustion),
5110,Italy,ITA,CO2 emissions from transport (% of total fuel combustion),
5111,Jamaica,JAM,CO2 emissions from transport (% of total fuel combustion),
5112,Japan,JPN,CO2 emissions from transport (% of total fuel combustion),
5113,Jordan,JOR,CO2 emissions from transport (% of total fuel combustion),
5114,Kazakhstan,KAZ,CO2 emissions from transport (% of total fuel combustion),
5115,Kenya,KEN,CO2 emissions from transport (% of total fuel combustion),
5116,Kiribati,KIR,CO2 emissions from transport (% of total fuel combustion),
5117,"Korea, Dem. People's Rep.",PRK,CO2 emissions from transport (% of total fuel combustion),
5118,"Korea, Rep.",KOR,CO2 emissions from transport (% of total fuel combustion),
5119,Kosovo,XKX,CO2 emissions from transport (% of total fuel combustion),
5120,Kuwait,KWT,CO2 emissions from transport (% of total fuel combustion),
5121,Kyrgyz Republic,KGZ,CO2 emissions from transport (% of total fuel combustion),
5122,Lao PDR,LAO,CO2 emissions from transport (% of total fuel combustion),
5123,Latvia,LVA,CO2 emissions from transport (% of total fuel combustion),
5124,Lebanon,LBN,CO2 emissions from transport (% of total fuel combustion),
5125,Lesotho,LSO,CO2 emissions from transport (% of total fuel combustion),
5126,Liberia,LBR,CO2 emissions from transport (% of total fuel combustion),
5127,Libya,LBY,CO2 emissions from transport (% of total fuel combustion),
5128,Liechtenstein,LIE,CO2 emissions from transport (% of total fuel combustion),
5129,Lithuania,LTU,CO2 emissions from transport (% of total fuel combustion),
5130,Luxembourg,LUX,CO2 emissions from transport (% of total fuel combustion),
5131,"Macao SAR, China",MAC,CO2 emissions from transport (% of total fuel combustion),
5132,Madagascar,MDG,CO2 emissions from transport (% of total fuel combustion),
5133,Malawi,MWI,CO2 emissions from transport (% of total fuel combustion),
5134,Malaysia,MYS,CO2 emissions from transport (% of total fuel combustion),
5135,Maldives,MDV,CO2 emissions from transport (% of total fuel combustion),
5136,Mali,MLI,CO2 emissions from transport (% of total fuel combustion),
5137,Malta,MLT,CO2 emissions from transport (% of total fuel combustion),
5138,Marshall Islands,MHL,CO2 emissions from transport (% of total fuel combustion),
5139,Mauritania,MRT,CO2 emissions from transport (% of total fuel combustion),
5140,Mauritius,MUS,CO2 emissions from transport (% of total fuel combustion),
5141,Mexico,MEX,CO2 emissions from transport (% of total fuel combustion),
5142,"Micronesia, Fed. Sts.",FSM,CO2 emissions from transport (% of total fuel combustion),
5143,Moldova,MDA,CO2 emissions from transport (% of total fuel combustion),
5144,Monaco,MCO,CO2 emissions from transport (% of total fuel combustion),
5145,Mongolia,MNG,CO2 emissions from transport (% of total fuel combustion),
5146,Montenegro,MNE,CO2 emissions from transport (% of total fuel combustion),
5147,Morocco,MAR,CO2 emissions from transport (% of total fuel combustion),
5148,Mozambique,MOZ,CO2 emissions from transport (% of total fuel combustion),
5149,Myanmar,MMR,CO2 emissions from transport (% of total fuel combustion),
5150,Namibia,NAM,CO2 emissions from transport (% of total fuel combustion),
5151,Nauru,NRU,CO2 emissions from transport (% of total fuel combustion),
5152,Nepal,NPL,CO2 emissions from transport (% of total fuel combustion),
5153,Netherlands,NLD,CO2 emissions from transport (% of total fuel combustion),
5154,New Caledonia,NCL,CO2 emissions from transport (% of total fuel combustion),
5155,New Zealand,NZL,CO2 emissions from transport (% of total fuel combustion),
5156,Nicaragua,NIC,CO2 emissions from transport (% of total fuel combustion),
5157,Niger,NER,CO2 emissions from transport (% of total fuel combustion),
5158,Nigeria,NGA,CO2 emissions from transport (% of total fuel combustion),
5159,North Macedonia,MKD,CO2 emissions from transport (% of total fuel combustion),
5160,Northern Mariana Islands,MNP,CO2 emissions from transport (% of total fuel combustion),
5161,Norway,NOR,CO2 emissions from transport (% of total fuel combustion),
5162,Oman,OMN,CO2 emissions from transport (% of total fuel combustion),
5163,Pakistan,PAK,CO2 emissions from transport (% of total fuel combustion),
5164,Palau,PLW,CO2 emissions from transport (% of total fuel combustion),
5165,Panama,PAN,CO2 emissions from transport (% of total fuel combustion),
5166,Papua New Guinea,PNG,CO2 emissions from transport (% of total fuel combustion),
5167,Paraguay,PRY,CO2 emissions from transport (% of total fuel combustion),
5168,Peru,PER,CO2 emissions from transport (% of total fuel combustion),
5169,Philippines,PHL,CO2 emissions from transport (% of total fuel combustion),
5170,Poland,POL,CO2 emissions from transport (% of total fuel combustion),
5171,Portugal,PRT,CO2 emissions from transport (% of total fuel combustion),
5172,Puerto Rico,PRI,CO2 emissions from transport (% of total fuel combustion),
5173,Qatar,QAT,CO2 emissions from transport (% of total fuel combustion),
5174,Romania,ROU,CO2 emissions from transport (% of total fuel combustion),
5175,Russian Federation,RUS,CO2 emissions from transport (% of total fuel combustion),
5176,Rwanda,RWA,CO2 emissions from transport (% of total fuel combustion),
5177,Samoa,WSM,CO2 emissions from transport (% of total fuel combustion),
5178,San Marino,SMR,CO2 emissions from transport (% of total fuel combustion),
5179,Sao Tome and Principe,STP,CO2 emissions from transport (% of total fuel combustion),
5180,Saudi Arabia,SAU,CO2 emissions from transport (% of total fuel combustion),
5181,Senegal,SEN,CO2 emissions from transport (% of total fuel combustion),
5182,Serbia,SRB,CO2 emissions from transport (% of total fuel combustion),
5183,Seychelles,SYC,CO2 emissions from transport (% of total fuel combustion),
5184,Sierra Leone,SLE,CO2 emissions from transport (% of total fuel combustion),
5185,Singapore,SGP,CO2 emissions from transport (% of total fuel combustion),
5186,Sint Maarten (Dutch part),SXM,CO2 emissions from transport (% of total fuel combustion),
5187,Slovak Republic,SVK,CO2 emissions from transport (% of total fuel combustion),
5188,Slovenia,SVN,CO2 emissions from transport (% of total fuel combustion),
5189,Solomon Islands,SLB,CO2 emissions from transport (% of total fuel combustion),
5190,Somalia,SOM,CO2 emissions from transport (% of total fuel combustion),
5191,South Africa,ZAF,CO2 emissions from transport (% of total fuel combustion),
5192,South Sudan,SSD,CO2 emissions from transport (% of total fuel combustion),
5193,Spain,ESP,CO2 emissions from transport (% of total fuel combustion),
5194,Sri Lanka,LKA,CO2 emissions from transport (% of total fuel combustion),
5195,St. Kitts and Nevis,KNA,CO2 emissions from transport (% of total fuel combustion),
5196,St. Lucia,LCA,CO2 emissions from transport (% of total fuel combustion),
5197,St. Martin (French part),MAF,CO2 emissions from transport (% of total fuel combustion),
5198,St. Vincent and the Grenadines,VCT,CO2 emissions from transport (% of total fuel combustion),
5199,Sudan,SDN,CO2 emissions from transport (% of total fuel combustion),
5200,Suriname,SUR,CO2 emissions from transport (% of total fuel combustion),
5201,Sweden,SWE,CO2 emissions from transport (% of total fuel combustion),
5202,Switzerland,CHE,CO2 emissions from transport (% of total fuel combustion),
5203,Syrian Arab Republic,SYR,CO2 emissions from transport (% of total fuel combustion),
5204,Tajikistan,TJK,CO2 emissions from transport (% of total fuel combustion),
5205,Tanzania,TZA,CO2 emissions from transport (% of total fuel combustion),
5206,Thailand,THA,CO2 emissions from transport (% of total fuel combustion),
5207,Timor-Leste,TLS,CO2 emissions from transport (% of total fuel combustion),
5208,Togo,TGO,CO2 emissions from transport (% of total fuel combustion),
5209,Tonga,TON,CO2 emissions from transport (% of total fuel combustion),
5210,Trinidad and Tobago,TTO,CO2 emissions from transport (% of total fuel combustion),
5211,Tunisia,TUN,CO2 emissions from transport (% of total fuel combustion),
5212,Turkey,TUR,CO2 emissions from transport (% of total fuel combustion),
5213,Turkmenistan,TKM,CO2 emissions from transport (% of total fuel combustion),
5214,Turks and Caicos Islands,TCA,CO2 emissions from transport (% of total fuel combustion),
5215,Tuvalu,TUV,CO2 emissions from transport (% of total fuel combustion),
5216,Uganda,UGA,CO2 emissions from transport (% of total fuel combustion),
5217,Ukraine,UKR,CO2 emissions from transport (% of total fuel combustion),
5218,United Arab Emirates,ARE,CO2 emissions from transport (% of total fuel combustion),
5219,United Kingdom,GBR,CO2 emissions from transport (% of total fuel combustion),
5220,United States,USA,CO2 emissions from transport (% of total fuel combustion),
5221,Uruguay,URY,CO2 emissions from transport (% of total fuel combustion),
5222,Uzbekistan,UZB,CO2 emissions from transport (% of total fuel combustion),
5223,Vanuatu,VUT,CO2 emissions from transport (% of total fuel combustion),
5224,"Venezuela, RB",VEN,CO2 emissions from transport (% of total fuel combustion),
5225,Vietnam,VNM,CO2 emissions from transport (% of total fuel combustion),
5226,Virgin Islands (U.S.),VIR,CO2 emissions from transport (% of total fuel combustion),
5227,West Bank and Gaza,PSE,CO2 emissions from transport (% of total fuel combustion),
5228,World,WLD,CO2 emissions from transport (% of total fuel combustion),
5229,"Yemen, Rep.",YEM,CO2 emissions from transport (% of total fuel combustion),
5230,Zambia,ZMB,CO2 emissions from transport (% of total fuel combustion),
5231,Zimbabwe,ZWE,CO2 emissions from transport (% of total fuel combustion),
5232,Afghanistan,AFG,CO2 intensity (kg per kg of oil equivalent energy use),
5233,Albania,ALB,CO2 intensity (kg per kg of oil equivalent energy use),
5234,Algeria,DZA,CO2 intensity (kg per kg of oil equivalent energy use),
5235,American Samoa,ASM,CO2 intensity (kg per kg of oil equivalent energy use),
5236,Andorra,AND,CO2 intensity (kg per kg of oil equivalent energy use),
5237,Angola,AGO,CO2 intensity (kg per kg of oil equivalent energy use),
5238,Antigua and Barbuda,ATG,CO2 intensity (kg per kg of oil equivalent energy use),
5239,Argentina,ARG,CO2 intensity (kg per kg of oil equivalent energy use),
5240,Armenia,ARM,CO2 intensity (kg per kg of oil equivalent energy use),
5241,Aruba,ABW,CO2 intensity (kg per kg of oil equivalent energy use),
5242,Australia,AUS,CO2 intensity (kg per kg of oil equivalent energy use),2.87873412328017
5243,Austria,AUT,CO2 intensity (kg per kg of oil equivalent energy use),1.92267620452087
5244,Azerbaijan,AZE,CO2 intensity (kg per kg of oil equivalent energy use),
5245,"Bahamas, The",BHS,CO2 intensity (kg per kg of oil equivalent energy use),
5246,Bahrain,BHR,CO2 intensity (kg per kg of oil equivalent energy use),
5247,Bangladesh,BGD,CO2 intensity (kg per kg of oil equivalent energy use),
5248,Barbados,BRB,CO2 intensity (kg per kg of oil equivalent energy use),
5249,Belarus,BLR,CO2 intensity (kg per kg of oil equivalent energy use),
5250,Belgium,BEL,CO2 intensity (kg per kg of oil equivalent energy use),1.80128939776576
5251,Belize,BLZ,CO2 intensity (kg per kg of oil equivalent energy use),
5252,Benin,BEN,CO2 intensity (kg per kg of oil equivalent energy use),
5253,Bermuda,BMU,CO2 intensity (kg per kg of oil equivalent energy use),
5254,Bhutan,BTN,CO2 intensity (kg per kg of oil equivalent energy use),
5255,Bolivia,BOL,CO2 intensity (kg per kg of oil equivalent energy use),
5256,Bosnia and Herzegovina,BIH,CO2 intensity (kg per kg of oil equivalent energy use),
5257,Botswana,BWA,CO2 intensity (kg per kg of oil equivalent energy use),
5258,Brazil,BRA,CO2 intensity (kg per kg of oil equivalent energy use),
5259,British Virgin Islands,VGB,CO2 intensity (kg per kg of oil equivalent energy use),
5260,Brunei Darussalam,BRN,CO2 intensity (kg per kg of oil equivalent energy use),
5261,Bulgaria,BGR,CO2 intensity (kg per kg of oil equivalent energy use),
5262,Burkina Faso,BFA,CO2 intensity (kg per kg of oil equivalent energy use),
5263,Burundi,BDI,CO2 intensity (kg per kg of oil equivalent energy use),
5264,Cabo Verde,CPV,CO2 intensity (kg per kg of oil equivalent energy use),
5265,Cambodia,KHM,CO2 intensity (kg per kg of oil equivalent energy use),
5266,Cameroon,CMR,CO2 intensity (kg per kg of oil equivalent energy use),
5267,Canada,CAN,CO2 intensity (kg per kg of oil equivalent energy use),2.05093508289107
5268,Cayman Islands,CYM,CO2 intensity (kg per kg of oil equivalent energy use),
5269,Central African Republic,CAF,CO2 intensity (kg per kg of oil equivalent energy use),
5270,Chad,TCD,CO2 intensity (kg per kg of oil equivalent energy use),
5271,Channel Islands,CHI,CO2 intensity (kg per kg of oil equivalent energy use),
5272,Chile,CHL,CO2 intensity (kg per kg of oil equivalent energy use),2.27451482034954
5273,China,CHN,CO2 intensity (kg per kg of oil equivalent energy use),
5274,Colombia,COL,CO2 intensity (kg per kg of oil equivalent energy use),
5275,Comoros,COM,CO2 intensity (kg per kg of oil equivalent energy use),
5276,"Congo, Dem. Rep.",COD,CO2 intensity (kg per kg of oil equivalent energy use),
5277,"Congo, Rep.",COG,CO2 intensity (kg per kg of oil equivalent energy use),
5278,Costa Rica,CRI,CO2 intensity (kg per kg of oil equivalent energy use),
5279,Cote d'Ivoire,CIV,CO2 intensity (kg per kg of oil equivalent energy use),
5280,Croatia,HRV,CO2 intensity (kg per kg of oil equivalent energy use),
5281,Cuba,CUB,CO2 intensity (kg per kg of oil equivalent energy use),
5282,Curacao,CUW,CO2 intensity (kg per kg of oil equivalent energy use),
5283,Cyprus,CYP,CO2 intensity (kg per kg of oil equivalent energy use),
5284,Czech Republic,CZE,CO2 intensity (kg per kg of oil equivalent energy use),2.48060452464918
5285,Denmark,DNK,CO2 intensity (kg per kg of oil equivalent energy use),2.09892679249441
5286,Djibouti,DJI,CO2 intensity (kg per kg of oil equivalent energy use),
5287,Dominica,DMA,CO2 intensity (kg per kg of oil equivalent energy use),
5288,Dominican Republic,DOM,CO2 intensity (kg per kg of oil equivalent energy use),
5289,Ecuador,ECU,CO2 intensity (kg per kg of oil equivalent energy use),
5290,"Egypt, Arab Rep.",EGY,CO2 intensity (kg per kg of oil equivalent energy use),
5291,El Salvador,SLV,CO2 intensity (kg per kg of oil equivalent energy use),
5292,Equatorial Guinea,GNQ,CO2 intensity (kg per kg of oil equivalent energy use),
5293,Eritrea,ERI,CO2 intensity (kg per kg of oil equivalent energy use),
5294,Estonia,EST,CO2 intensity (kg per kg of oil equivalent energy use),2.79982796632847
5295,Eswatini,SWZ,CO2 intensity (kg per kg of oil equivalent energy use),
5296,Ethiopia,ETH,CO2 intensity (kg per kg of oil equivalent energy use),
5297,Faroe Islands,FRO,CO2 intensity (kg per kg of oil equivalent energy use),
5298,Fiji,FJI,CO2 intensity (kg per kg of oil equivalent energy use),
5299,Finland,FIN,CO2 intensity (kg per kg of oil equivalent energy use),1.31897602365261
5300,France,FRA,CO2 intensity (kg per kg of oil equivalent energy use),1.26383100168412
5301,French Polynesia,PYF,CO2 intensity (kg per kg of oil equivalent energy use),
5302,Gabon,GAB,CO2 intensity (kg per kg of oil equivalent energy use),
5303,"Gambia, The",GMB,CO2 intensity (kg per kg of oil equivalent energy use),
5304,Georgia,GEO,CO2 intensity (kg per kg of oil equivalent energy use),
5305,Germany,DEU,CO2 intensity (kg per kg of oil equivalent energy use),2.38039903416169
5306,Ghana,GHA,CO2 intensity (kg per kg of oil equivalent energy use),
5307,Gibraltar,GIB,CO2 intensity (kg per kg of oil equivalent energy use),
5308,Greece,GRC,CO2 intensity (kg per kg of oil equivalent energy use),2.88032290109545
5309,Greenland,GRL,CO2 intensity (kg per kg of oil equivalent energy use),
5310,Grenada,GRD,CO2 intensity (kg per kg of oil equivalent energy use),
5311,Guam,GUM,CO2 intensity (kg per kg of oil equivalent energy use),
5312,Guatemala,GTM,CO2 intensity (kg per kg of oil equivalent energy use),
5313,Guinea,GIN,CO2 intensity (kg per kg of oil equivalent energy use),
5314,Guinea-Bissau,GNB,CO2 intensity (kg per kg of oil equivalent energy use),
5315,Guyana,GUY,CO2 intensity (kg per kg of oil equivalent energy use),
5316,Haiti,HTI,CO2 intensity (kg per kg of oil equivalent energy use),
5317,Honduras,HND,CO2 intensity (kg per kg of oil equivalent energy use),
5318,"Hong Kong SAR, China",HKG,CO2 intensity (kg per kg of oil equivalent energy use),
5319,Hungary,HUN,CO2 intensity (kg per kg of oil equivalent energy use),1.81160297881318
5320,Iceland,ISL,CO2 intensity (kg per kg of oil equivalent energy use),0.356260852120617
5321,India,IND,CO2 intensity (kg per kg of oil equivalent energy use),
5322,Indonesia,IDN,CO2 intensity (kg per kg of oil equivalent energy use),
5323,"Iran, Islamic Rep.",IRN,CO2 intensity (kg per kg of oil equivalent energy use),
5324,Iraq,IRQ,CO2 intensity (kg per kg of oil equivalent energy use),
5325,Ireland,IRL,CO2 intensity (kg per kg of oil equivalent energy use),2.78981682917972
5326,Isle of Man,IMN,CO2 intensity (kg per kg of oil equivalent energy use),
5327,Israel,ISR,CO2 intensity (kg per kg of oil equivalent energy use),2.84120283658062
5328,Italy,ITA,CO2 intensity (kg per kg of oil equivalent energy use),2.24166386475271
5329,Jamaica,JAM,CO2 intensity (kg per kg of oil equivalent energy use),
5330,Japan,JPN,CO2 intensity (kg per kg of oil equivalent energy use),2.71042067603131
5331,Jordan,JOR,CO2 intensity (kg per kg of oil equivalent energy use),
5332,Kazakhstan,KAZ,CO2 intensity (kg per kg of oil equivalent energy use),
5333,Kenya,KEN,CO2 intensity (kg per kg of oil equivalent energy use),
5334,Kiribati,KIR,CO2 intensity (kg per kg of oil equivalent energy use),
5335,"Korea, Dem. People's Rep.",PRK,CO2 intensity (kg per kg of oil equivalent energy use),
5336,"Korea, Rep.",KOR,CO2 intensity (kg per kg of oil equivalent energy use),2.19621367128689
5337,Kosovo,XKX,CO2 intensity (kg per kg of oil equivalent energy use),
5338,Kuwait,KWT,CO2 intensity (kg per kg of oil equivalent energy use),
5339,Kyrgyz Republic,KGZ,CO2 intensity (kg per kg of oil equivalent energy use),
5340,Lao PDR,LAO,CO2 intensity (kg per kg of oil equivalent energy use),
5341,Latvia,LVA,CO2 intensity (kg per kg of oil equivalent energy use),
5342,Lebanon,LBN,CO2 intensity (kg per kg of oil equivalent energy use),
5343,Lesotho,LSO,CO2 intensity (kg per kg of oil equivalent energy use),
5344,Liberia,LBR,CO2 intensity (kg per kg of oil equivalent energy use),
5345,Libya,LBY,CO2 intensity (kg per kg of oil equivalent energy use),
5346,Liechtenstein,LIE,CO2 intensity (kg per kg of oil equivalent energy use),
5347,Lithuania,LTU,CO2 intensity (kg per kg of oil equivalent energy use),
5348,Luxembourg,LUX,CO2 intensity (kg per kg of oil equivalent energy use),2.4477224920764
5349,"Macao SAR, China",MAC,CO2 intensity (kg per kg of oil equivalent energy use),
5350,Madagascar,MDG,CO2 intensity (kg per kg of oil equivalent energy use),
5351,Malawi,MWI,CO2 intensity (kg per kg of oil equivalent energy use),
5352,Malaysia,MYS,CO2 intensity (kg per kg of oil equivalent energy use),
5353,Maldives,MDV,CO2 intensity (kg per kg of oil equivalent energy use),
5354,Mali,MLI,CO2 intensity (kg per kg of oil equivalent energy use),
5355,Malta,MLT,CO2 intensity (kg per kg of oil equivalent energy use),
5356,Marshall Islands,MHL,CO2 intensity (kg per kg of oil equivalent energy use),
5357,Mauritania,MRT,CO2 intensity (kg per kg of oil equivalent energy use),
5358,Mauritius,MUS,CO2 intensity (kg per kg of oil equivalent energy use),
5359,Mexico,MEX,CO2 intensity (kg per kg of oil equivalent energy use),2.52279441832682
5360,"Micronesia, Fed. Sts.",FSM,CO2 intensity (kg per kg of oil equivalent energy use),
5361,Moldova,MDA,CO2 intensity (kg per kg of oil equivalent energy use),
5362,Monaco,MCO,CO2 intensity (kg per kg of oil equivalent energy use),
5363,Mongolia,MNG,CO2 intensity (kg per kg of oil equivalent energy use),
5364,Montenegro,MNE,CO2 intensity (kg per kg of oil equivalent energy use),
5365,Morocco,MAR,CO2 intensity (kg per kg of oil equivalent energy use),
5366,Mozambique,MOZ,CO2 intensity (kg per kg of oil equivalent energy use),
5367,Myanmar,MMR,CO2 intensity (kg per kg of oil equivalent energy use),
5368,Namibia,NAM,CO2 intensity (kg per kg of oil equivalent energy use),
5369,Nauru,NRU,CO2 intensity (kg per kg of oil equivalent energy use),
5370,Nepal,NPL,CO2 intensity (kg per kg of oil equivalent energy use),
5371,Netherlands,NLD,CO2 intensity (kg per kg of oil equivalent energy use),2.20493168651391
5372,New Caledonia,NCL,CO2 intensity (kg per kg of oil equivalent energy use),
5373,New Zealand,NZL,CO2 intensity (kg per kg of oil equivalent energy use),1.57588449270912
5374,Nicaragua,NIC,CO2 intensity (kg per kg of oil equivalent energy use),
5375,Niger,NER,CO2 intensity (kg per kg of oil equivalent energy use),
5376,Nigeria,NGA,CO2 intensity (kg per kg of oil equivalent energy use),
5377,North Macedonia,MKD,CO2 intensity (kg per kg of oil equivalent energy use),
5378,Northern Mariana Islands,MNP,CO2 intensity (kg per kg of oil equivalent energy use),
